YEAR,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M,Location,timestamp,lightning
2013,29.51,26.95,28.23,22.77,86.19,4.33,98.58,1.55,329.04,2.73,329.63,Prayagraj,2013-06-27 18:00:00,0
2013,28.98,26.99,27.98,22.77,88.94,4.6,98.64,1.65,326.61,3.27,327.37,Prayagraj,2013-06-27 19:00:00,0
2013,28.55,26.78,27.66,22.46,90.06,3.93,98.69,1.99,324.93,3.87,325.6,Prayagraj,2013-06-27 20:00:00,0
2013,28.15,26.65,27.4,22.28,91.5,3.44,98.7,2.46,320.54,4.57,321.11,Prayagraj,2013-06-27 21:00:00,0
2013,27.8,26.44,27.12,22.03,92.25,3.08,98.67,3.1,316.12,5.19,316.53,Prayagraj,2013-06-27 22:00:00,0
2013,27.51,26.37,26.94,21.91,93.31,2.97,98.6,3.71,312.09,5.67,312.6,Prayagraj,2013-06-27 23:00:00,0
2013,27.37,26.44,26.9,22.03,94.5,2.89,98.55,4.13,310.01,5.98,310.55,Prayagraj,2013-06-28 00:00:00,0
2013,27.33,26.47,26.9,22.09,94.94,2.71,98.5,4.31,311.18,6.17,311.87,Prayagraj,2013-06-28 01:00:00,0
2013,27.29,26.44,26.87,22.09,95,2.52,98.48,4.63,312.54,6.56,313.21,Prayagraj,2013-06-28 02:00:00,0
2013,27.23,26.35,26.79,21.97,94.94,2.27,98.48,5.04,312.05,7.02,312.79,Prayagraj,2013-06-28 03:00:00,0
2013,27.13,26.22,26.68,21.79,94.62,2.01,98.52,5.42,312.2,7.58,313.37,Prayagraj,2013-06-28 04:00:00,0
2013,27.18,26.01,26.6,21.48,93.25,1.78,98.59,6.1,311.73,8.43,312.6,Prayagraj,2013-06-28 05:00:00,0
2013,27.51,26.09,26.8,21.55,91.88,1.66,98.65,6.23,310.52,8.08,311.12,Prayagraj,2013-06-28 06:00:00,0
2013,28.07,26.26,27.16,21.79,89.88,1.75,98.69,6.04,307.91,7.57,308.47,Prayagraj,2013-06-28 07:00:00,0
2013,28.87,26.3,27.58,21.85,86,0.23,98.74,6.28,307.11,7.76,307.72,Prayagraj,2013-06-28 08:00:00,0
2013,29.88,26.21,28.05,21.67,80.56,0.38,98.76,6.53,308.73,7.91,309.51,Prayagraj,2013-06-28 09:00:00,0
2013,30.73,26.02,28.38,21.48,75.94,0.46,98.76,6.61,310.69,7.89,311.43,Prayagraj,2013-06-28 10:00:00,0
2013,31.34,25.83,28.58,21.24,72.56,0.6,98.72,6.54,310.45,7.7,311.01,Prayagraj,2013-06-28 11:00:00,0
2013,31.65,25.73,28.69,21.12,70.75,0.63,98.66,6.42,308.43,7.55,308.86,Prayagraj,2013-06-28 12:00:00,0
2013,31.48,25.69,28.58,21.06,71.31,0.56,98.61,6.34,305.92,7.51,306.12,Prayagraj,2013-06-28 13:00:00,0
2013,31.11,25.69,28.4,21.06,72.88,0.49,98.57,6.3,303.16,7.55,303.26,Prayagraj,2013-06-28 14:00:00,0
2013,30.3,25.65,27.97,21.06,76.19,0.52,98.54,6.08,299.13,7.52,299.31,Prayagraj,2013-06-28 15:00:00,0
2013,29.26,25.9,27.58,21.36,82,0.61,98.54,5.08,294.63,6.59,294.83,Prayagraj,2013-06-28 16:00:00,0
2013,28.35,26.26,27.31,21.79,88.31,0.71,98.58,3.66,288.4,5.41,288.51,Prayagraj,2013-06-28 17:00:00,0
2013,27.74,26.34,27.04,21.91,92,0.81,98.63,2.8,280.28,5,280.43,Prayagraj,2013-06-28 18:00:00,0
2013,27.5,26.3,26.9,21.85,93.06,0.91,98.69,2.55,275.1,4.85,275.27,Prayagraj,2013-06-28 19:00:00,0
2013,27.39,26.31,26.85,21.85,93.69,0.89,98.75,2.31,275.23,4.67,275.47,Prayagraj,2013-06-28 20:00:00,0
2013,27.36,26.37,26.86,21.91,94.12,0.83,98.78,2.07,277.37,4.38,277.68,Prayagraj,2013-06-28 21:00:00,0
2013,27.31,26.4,26.86,21.97,94.62,0.77,98.77,1.85,277.99,3.99,278.45,Prayagraj,2013-06-28 22:00:00,0
2013,27.27,26.42,26.84,21.97,94.94,0.7,98.74,1.73,274.94,3.63,275.31,Prayagraj,2013-06-28 23:00:00,0
2013,27.23,26.4,26.81,21.97,95.12,0.64,98.71,1.72,265.56,3.52,266.06,Prayagraj,2013-06-29 00:00:00,0
2013,27.15,26.32,26.73,21.85,95.06,0.57,98.67,1.93,254.5,4.05,255.35,Prayagraj,2013-06-29 01:00:00,0
2013,27.06,26.11,26.58,21.61,94.38,0.54,98.64,2.63,250.6,5.3,251.51,Prayagraj,2013-06-29 02:00:00,0
2013,26.95,25.83,26.39,21.24,93.44,0.48,98.62,3.66,252.22,6.4,252.67,Prayagraj,2013-06-29 03:00:00,0
2013,26.7,25.52,26.12,20.87,93.12,0.42,98.63,4.29,254.47,6.77,255.02,Prayagraj,2013-06-29 04:00:00,0
2013,26.59,25.33,25.96,20.63,92.62,0.37,98.66,4.93,256.89,6.69,257.39,Prayagraj,2013-06-29 05:00:00,0
2013,26.98,25.42,26.2,20.69,91,0.35,98.69,5.22,257.38,6.26,257.98,Prayagraj,2013-06-29 06:00:00,0
2013,28.12,25.64,26.87,21,86.31,0.38,98.71,5.65,263.48,6.85,265.29,Prayagraj,2013-06-29 07:00:00,0
2013,29.38,25.6,27.49,20.94,80.06,1.21,98.73,6.45,272.99,7.83,274.18,Prayagraj,2013-06-29 08:00:00,0
2013,30.24,25.64,27.94,21,76.38,1.42,98.74,6.34,279.22,7.64,280.18,Prayagraj,2013-06-29 09:00:00,0
2013,30.88,25.8,28.34,21.18,74.25,1.57,98.72,6.16,285.06,7.41,286.05,Prayagraj,2013-06-29 10:00:00,0
2013,31.33,25.88,28.61,21.3,72.75,1.69,98.68,5.88,290.29,7.08,291.1,Prayagraj,2013-06-29 11:00:00,0
2013,31.56,25.94,28.75,21.36,72.06,1.94,98.63,5.51,292.42,6.67,292.96,Prayagraj,2013-06-29 12:00:00,0
2013,31.55,25.94,28.74,21.36,72.12,2.06,98.59,5.16,290.38,6.37,290.77,Prayagraj,2013-06-29 13:00:00,0
2013,31.27,26.01,28.64,21.48,73.56,1.83,98.57,4.9,286.01,6.2,286.31,Prayagraj,2013-06-29 14:00:00,0
2013,30.65,26.29,28.47,21.85,77.5,1.64,98.55,4.55,281.19,6.05,281.4,Prayagraj,2013-06-29 15:00:00,0
2013,29.79,26.71,28.25,22.4,83.5,1.47,98.57,3.99,275.73,5.7,275.74,Prayagraj,2013-06-29 16:00:00,0
2013,28.87,26.98,27.92,22.77,89.44,1.37,98.61,3.18,269.72,5.41,269.67,Prayagraj,2013-06-29 17:00:00,0
2013,28.14,26.85,27.49,22.58,92.56,1.45,98.67,2.8,261.98,5.57,261.94,Prayagraj,2013-06-29 18:00:00,0
2013,27.86,26.66,27.26,22.34,93.12,1.69,98.72,2.91,254.77,5.8,255.01,Prayagraj,2013-06-29 19:00:00,0
2013,27.68,26.54,27.11,22.16,93.38,1.84,98.76,2.98,248.34,5.96,248.64,Prayagraj,2013-06-29 20:00:00,0
2013,27.58,26.42,27,21.97,93.25,2.14,98.78,3.21,242,6.27,242.28,Prayagraj,2013-06-29 21:00:00,0
2013,27.5,26.33,26.91,21.85,93.19,2.38,98.76,3.56,238.19,6.59,238.57,Prayagraj,2013-06-29 22:00:00,0
2013,27.39,26.26,26.83,21.79,93.44,2.72,98.7,3.85,237.5,6.76,237.98,Prayagraj,2013-06-29 23:00:00,0
2013,27.26,26.21,26.73,21.73,93.88,3.01,98.65,4.06,241.27,6.78,241.72,Prayagraj,2013-06-30 00:00:00,0
2013,27.12,26.11,26.62,21.61,94.06,3.23,98.64,4.17,250.07,6.78,250.75,Prayagraj,2013-06-30 01:00:00,0
2013,26.94,25.93,26.44,21.36,94.06,3.37,98.63,4.42,258.69,7,259,Prayagraj,2013-06-30 02:00:00,0
2013,26.77,25.77,26.27,21.18,94.19,3.18,98.66,4.51,262.43,7.05,262.74,Prayagraj,2013-06-30 03:00:00,0
2013,26.58,25.69,26.13,21.06,94.69,2.81,98.71,4.25,264.09,6.79,264.72,Prayagraj,2013-06-30 04:00:00,0
2013,26.69,25.78,26.24,21.12,94.56,2.35,98.79,3.94,268.3,5.94,269.55,Prayagraj,2013-06-30 05:00:00,0
2013,27.15,25.92,26.54,21.3,92.94,1.82,98.86,4.12,277.41,5.29,278.66,Prayagraj,2013-06-30 06:00:00,0
2013,27.58,26.03,26.81,21.42,91.19,1.35,98.9,4.54,283.75,5.66,284.8,Prayagraj,2013-06-30 07:00:00,0
2013,27.96,25.88,26.92,21.24,88.44,3.94,98.92,5.35,292.41,6.62,293.3,Prayagraj,2013-06-30 08:00:00,0
2013,28.37,25.83,27.1,21.18,86,3.6,98.91,5.51,302.02,6.67,302.82,Prayagraj,2013-06-30 09:00:00,0
2013,29.07,25.89,27.48,21.3,82.94,4.95,98.86,5.49,310.96,6.55,311.91,Prayagraj,2013-06-30 10:00:00,0
2013,29.74,26.08,27.91,21.55,80.69,6.36,98.79,5.49,315.35,6.46,316.03,Prayagraj,2013-06-30 11:00:00,0
2013,30.08,26.31,28.2,21.85,80.12,7.04,98.73,5.57,313.52,6.57,314.04,Prayagraj,2013-06-30 12:00:00,0
2013,29.95,26.33,28.14,21.85,80.88,7.57,98.68,5.78,310.17,6.91,310.55,Prayagraj,2013-06-30 13:00:00,0
2013,29.56,26.37,27.97,21.97,82.94,6.23,98.63,5.81,306.53,7.1,306.72,Prayagraj,2013-06-30 14:00:00,0
2013,29.2,26.53,27.87,22.16,85.44,5.14,98.58,5.61,302.89,6.99,302.96,Prayagraj,2013-06-30 15:00:00,0
2013,28.89,26.85,27.87,22.58,88.69,3.86,98.56,4.96,300.24,6.33,300.17,Prayagraj,2013-06-30 16:00:00,0
2013,28.46,27.09,27.77,22.89,92.19,2.64,98.58,4.02,297.91,5.96,298.01,Prayagraj,2013-06-30 17:00:00,0
2013,27.92,26.93,27.43,22.71,94.19,2.64,98.62,3.7,297.65,6.36,297.82,Prayagraj,2013-06-30 18:00:00,0
2013,27.7,26.78,27.24,22.46,94.62,1.95,98.66,3.8,299.99,6.48,300.12,Prayagraj,2013-06-30 19:00:00,0
2013,27.53,26.65,27.09,22.28,94.88,0.99,98.7,3.73,304.32,6.33,304.53,Prayagraj,2013-06-30 20:00:00,0
2013,27.34,26.51,26.93,22.09,95,0.63,98.72,3.55,308.38,6.05,308.56,Prayagraj,2013-06-30 21:00:00,0
2013,27.14,26.33,26.73,21.85,95.19,0.58,98.69,3.36,310.47,5.74,310.75,Prayagraj,2013-06-30 22:00:00,0
2013,26.92,26.16,26.54,21.67,95.44,0.58,98.62,3.11,314.29,5.43,314.83,Prayagraj,2013-06-30 23:00:00,0
2013,26.72,25.98,26.35,21.42,95.56,0.53,98.57,3.08,321.59,5.41,322.75,Prayagraj,2013-07-01 00:00:00,0
2013,26.53,25.82,26.17,21.24,95.69,0.55,98.53,3.15,332.04,5.37,332.73,Prayagraj,2013-07-01 01:00:00,0
2013,26.3,25.69,25.99,21.12,96.31,0.63,98.52,2.63,338.17,4.75,339.21,Prayagraj,2013-07-01 02:00:00,0
2013,26.08,25.57,25.83,20.94,96.81,0.82,98.53,2.2,342.21,4.3,343.41,Prayagraj,2013-07-01 03:00:00,0
2013,25.88,25.43,25.65,20.75,97.19,1.05,98.55,1.9,347.16,3.91,348.13,Prayagraj,2013-07-01 04:00:00,0
2013,26.35,25.54,25.94,20.87,95.19,1.13,98.6,2.39,349.46,3.24,349.99,Prayagraj,2013-07-01 05:00:00,0
2013,27.33,25.51,26.42,20.81,89.69,0.96,98.65,2.21,358.99,2.52,4.81,Prayagraj,2013-07-01 06:00:00,0
2013,28.65,25.05,26.85,20.26,80.81,1,98.7,2.69,25.08,3.16,25.8,Prayagraj,2013-07-01 07:00:00,0
2013,29.62,24.98,27.3,20.14,76.06,0.73,98.73,3.34,26.09,3.83,25.52,Prayagraj,2013-07-01 08:00:00,0
2013,30.4,25.03,27.72,20.26,73,1.24,98.73,3.72,26.67,4.23,26.33,Prayagraj,2013-07-01 09:00:00,0
2013,31.17,25.24,28.2,20.51,70.75,1.57,98.69,3.9,25.13,4.4,24.75,Prayagraj,2013-07-01 10:00:00,0
2013,31.79,25.41,28.6,20.69,68.94,1.46,98.6,4.04,21.7,4.56,21.42,Prayagraj,2013-07-01 11:00:00,0
2013,32.24,25.45,28.84,20.81,67.38,0.76,98.5,4.16,17.62,4.7,17.41,Prayagraj,2013-07-01 12:00:00,0
2013,32.51,25.38,28.94,20.69,66.12,0.58,98.42,4.19,15.12,4.75,15.06,Prayagraj,2013-07-01 13:00:00,0
2013,32.44,25.36,28.9,20.69,66.31,0.66,98.37,4.09,13.13,4.68,13.11,Prayagraj,2013-07-01 14:00:00,0
2013,31.98,25.57,28.77,21,68.88,0.71,98.35,3.73,12.23,4.46,12.23,Prayagraj,2013-07-01 15:00:00,0
2013,31.37,25.84,28.61,21.3,72.5,0.57,98.36,3.19,11.59,4.12,11.72,Prayagraj,2013-07-01 16:00:00,0
2013,30.36,26.15,28.26,21.67,78.12,0.45,98.41,2.51,12.04,3.73,12.23,Prayagraj,2013-07-01 17:00:00,0
2013,29.17,26.92,28.05,22.71,87.62,0.51,98.48,1.79,14.71,3.21,14.51,Prayagraj,2013-07-01 18:00:00,0
2013,28.73,26.89,27.81,22.64,89.62,0.47,98.56,1.58,21.75,2.86,21.51,Prayagraj,2013-07-01 19:00:00,0
2013,28.53,26.62,27.58,22.28,89.31,0.34,98.6,1.44,28.78,2.48,28.67,Prayagraj,2013-07-01 20:00:00,0
2013,28.35,26.33,27.34,21.91,88.69,0.28,98.61,1.3,34.26,2.15,34.33,Prayagraj,2013-07-01 21:00:00,0
2013,28.18,26.02,27.1,21.48,88,0.32,98.58,1.18,37.71,1.89,37.77,Prayagraj,2013-07-01 22:00:00,0
2013,27.89,25.83,26.86,21.24,88.44,0.45,98.52,1.13,40.52,1.81,40.44,Prayagraj,2013-07-01 23:00:00,0
2013,27.54,25.7,26.62,21.12,89.62,0.63,98.46,1.18,41.26,1.93,41.38,Prayagraj,2013-07-02 00:00:00,0
2013,27.17,25.61,26.39,21,91,0.72,98.42,1.29,40.56,2.15,40.74,Prayagraj,2013-07-02 01:00:00,0
2013,26.9,25.45,26.18,20.81,91.69,0.72,98.39,1.26,38.94,2.1,39.26,Prayagraj,2013-07-02 02:00:00,0
2013,26.63,25.32,25.98,20.63,92.44,0.65,98.41,1.18,44.46,1.97,44.84,Prayagraj,2013-07-02 03:00:00,0
2013,26.35,25.26,25.81,20.57,93.56,0.6,98.45,1.19,59.23,2.06,59.45,Prayagraj,2013-07-02 04:00:00,0
2013,26.91,25.37,26.14,20.69,91.12,0.52,98.5,1.4,74.19,2.01,73.75,Prayagraj,2013-07-02 05:00:00,0
2013,27.8,25.41,26.61,20.75,86.75,0.74,98.55,2.11,83.85,2.64,83.38,Prayagraj,2013-07-02 06:00:00,0
2013,29.43,25.03,27.23,20.26,77.19,1.05,98.57,3.08,85.92,3.64,85.33,Prayagraj,2013-07-02 07:00:00,0
2013,30.18,25.05,27.62,20.26,74,0.23,98.59,3.35,85.46,3.82,85.19,Prayagraj,2013-07-02 08:00:00,0
2013,30.98,25.35,28.16,20.63,71.94,0.18,98.6,3.65,82.86,4.12,83.13,Prayagraj,2013-07-02 09:00:00,0
2013,31.74,25.61,28.67,21,70,0.16,98.57,3.77,80.58,4.27,81.47,Prayagraj,2013-07-02 10:00:00,0
2013,32.53,25.8,29.17,21.24,67.69,0.19,98.52,3.86,79.39,4.39,80.57,Prayagraj,2013-07-02 11:00:00,0
2013,33.05,25.9,29.48,21.36,66.12,0.33,98.45,4.01,77.73,4.56,79.23,Prayagraj,2013-07-02 12:00:00,0
2013,33.29,25.98,29.63,21.48,65.56,0.39,98.38,4.21,78.23,4.83,79.47,Prayagraj,2013-07-02 13:00:00,0
2013,33.02,26.06,29.54,21.61,66.88,0.23,98.34,4.23,78.4,4.95,79.26,Prayagraj,2013-07-02 14:00:00,0
2013,32.62,26.31,29.47,21.91,69.38,0.1,98.31,3.97,79.33,4.91,80.1,Prayagraj,2013-07-02 15:00:00,0
2013,31.98,26.5,29.23,22.16,72.75,0.06,98.32,3.65,80.88,4.89,81.37,Prayagraj,2013-07-02 16:00:00,0
2013,30.83,26.87,28.85,22.64,79.38,0.26,98.36,3.06,78.37,4.97,78.76,Prayagraj,2013-07-02 17:00:00,0
2013,29.43,27.25,28.34,23.19,87.94,0.1,98.41,2.44,71.68,5.15,71.98,Prayagraj,2013-07-02 18:00:00,0
2013,28.73,26.83,27.78,22.58,89.38,0.15,98.49,2.74,66.07,5.88,66.33,Prayagraj,2013-07-02 19:00:00,0
2013,28.27,26.48,27.37,22.09,89.94,0.11,98.55,3.32,65.12,6.63,65.49,Prayagraj,2013-07-02 20:00:00,0
2013,27.83,26.23,27.03,21.79,90.94,0.14,98.6,4,67.35,7,67.9,Prayagraj,2013-07-02 21:00:00,0
2013,27.39,26.06,26.73,21.55,92.31,0.19,98.58,4.48,70.43,7.14,70.91,Prayagraj,2013-07-02 22:00:00,0
2013,27.01,25.81,26.41,21.24,93,0.18,98.55,4.96,72.68,7.52,73.33,Prayagraj,2013-07-02 23:00:00,0
2013,26.69,25.49,26.09,20.87,93,0.15,98.51,5.24,72.21,7.82,72.92,Prayagraj,2013-07-03 00:00:00,0
2013,26.5,25.23,25.87,20.51,92.62,0.15,98.49,5.39,70.07,8.15,71.27,Prayagraj,2013-07-03 01:00:00,0
2013,26.22,25.16,25.69,20.45,93.81,0.19,98.48,5.16,69.62,7.51,70.74,Prayagraj,2013-07-03 02:00:00,0
2013,26.21,25.12,25.66,20.39,93.56,0.22,98.49,5.29,76.17,8.11,78,Prayagraj,2013-07-03 03:00:00,0
2013,26.03,25.15,25.59,20.39,94.69,0.22,98.53,5.04,76.83,7.36,77.17,Prayagraj,2013-07-03 04:00:00,0
2013,26.3,25.4,25.86,20.69,94.62,0.18,98.57,5.3,74.43,6.81,75.12,Prayagraj,2013-07-03 05:00:00,0
2013,27.47,25.9,26.69,21.3,91,0.21,98.63,6.19,83.62,7.61,86.88,Prayagraj,2013-07-03 06:00:00,0
2013,28.84,26.04,27.44,21.48,84.69,0.28,98.68,7.49,99.13,9.22,101.34,Prayagraj,2013-07-03 07:00:00,0
2013,29.88,25.82,27.85,21.24,78.81,0.17,98.71,8.15,104.77,9.98,106.09,Prayagraj,2013-07-03 08:00:00,0
2013,30.62,25.66,28.15,21,74.81,0.2,98.7,8.18,108.76,9.95,109.79,Prayagraj,2013-07-03 09:00:00,0
2013,31.49,25.76,28.63,21.12,71.56,0.25,98.66,7.83,112.16,9.41,113.12,Prayagraj,2013-07-03 10:00:00,0
2013,32.38,25.91,29.15,21.36,68.69,0.26,98.6,7.29,115.25,8.7,116.04,Prayagraj,2013-07-03 11:00:00,0
2013,32.94,25.99,29.47,21.48,66.88,0.23,98.53,6.78,117.89,8.07,118.45,Prayagraj,2013-07-03 12:00:00,0
2013,33.22,25.98,29.6,21.48,65.88,0.21,98.47,6.35,119.72,7.59,120.24,Prayagraj,2013-07-03 13:00:00,0
2013,33.23,25.97,29.6,21.48,65.69,0.17,98.43,5.77,120.63,6.93,121.16,Prayagraj,2013-07-03 14:00:00,0
2013,32.8,26.01,29.4,21.55,67.5,0.06,98.43,4.95,120.45,6.27,121.04,Prayagraj,2013-07-03 15:00:00,0
2013,32.12,26.22,29.16,21.79,71,0.02,98.45,4.16,120.71,5.7,121.38,Prayagraj,2013-07-03 16:00:00,0
2013,30.85,26.71,28.78,22.46,78.62,0.01,98.49,3.12,121.06,5.24,121.34,Prayagraj,2013-07-03 17:00:00,0
2013,29.4,27.05,28.23,22.89,87.19,0.01,98.55,2.39,118.66,5.1,118.84,Prayagraj,2013-07-03 18:00:00,0
2013,28.81,26.72,27.76,22.4,88.31,0.01,98.61,2.44,116.81,5.24,117.06,Prayagraj,2013-07-03 19:00:00,0
2013,28.4,26.38,27.4,21.97,88.69,0,98.68,2.59,118.42,5.58,119.04,Prayagraj,2013-07-03 20:00:00,0
2013,28.1,26.12,27.12,21.61,88.94,0.01,98.74,2.87,121.87,6.09,122.43,Prayagraj,2013-07-03 21:00:00,0
2013,27.78,25.94,26.87,21.36,89.69,0.01,98.76,3.07,123.29,6.28,124.05,Prayagraj,2013-07-03 22:00:00,0
2013,27.33,25.72,26.52,21.06,90.81,0.01,98.75,3.12,126.04,6.28,127.53,Prayagraj,2013-07-03 23:00:00,0
2013,26.9,25.44,26.18,20.75,91.62,0.01,98.72,3.16,129.99,6.19,130.91,Prayagraj,2013-07-04 00:00:00,0
2013,26.48,25.2,25.84,20.45,92.56,0,98.68,3.12,130.03,5.98,130.92,Prayagraj,2013-07-04 01:00:00,0
2013,26.08,24.91,25.5,20.08,93.12,0,98.68,3.18,128.22,5.93,129.12,Prayagraj,2013-07-04 02:00:00,0
2013,25.76,24.6,25.18,19.71,93.25,0,98.69,3.6,127.94,6.31,128.97,Prayagraj,2013-07-04 03:00:00,0
2013,25.46,24.3,24.87,19.35,93.12,0,98.7,3.87,129.67,6.46,130.24,Prayagraj,2013-07-04 04:00:00,0
2013,25.72,24.21,24.97,19.23,91.25,0,98.71,4.48,133.38,5.99,133.94,Prayagraj,2013-07-04 05:00:00,0
2013,26.49,24.23,25.36,19.29,87.31,0.01,98.73,4.73,138.15,5.8,140.46,Prayagraj,2013-07-04 06:00:00,0
2013,28.03,24.01,26.02,19.04,78.75,0,98.76,5.17,144.22,6.21,145.41,Prayagraj,2013-07-04 07:00:00,0
2013,29.58,24.08,26.83,19.1,72.25,0,98.78,5.06,139.38,5.96,139.63,Prayagraj,2013-07-04 08:00:00,0
2013,30.87,24.37,27.62,19.41,68.31,0,98.8,5.2,131.4,6.07,132.03,Prayagraj,2013-07-04 09:00:00,0
2013,31.85,24.59,28.22,19.71,65.44,0,98.79,5.32,127.48,6.19,128.55,Prayagraj,2013-07-04 10:00:00,0
2013,32.46,24.7,28.58,19.84,63.62,0,98.75,5.24,127.43,6.13,128.74,Prayagraj,2013-07-04 11:00:00,0
2013,33.03,24.8,28.91,19.96,62,0,98.68,5.04,127.63,5.89,129.13,Prayagraj,2013-07-04 12:00:00,0
2013,33.37,24.83,29.1,20.02,60.88,0,98.61,4.86,125.91,5.68,127.45,Prayagraj,2013-07-04 13:00:00,0
2013,33.19,24.94,29.06,20.14,62,0,98.55,4.48,123.77,5.43,125.11,Prayagraj,2013-07-04 14:00:00,0
2013,32.91,24.91,28.91,20.14,62.81,0,98.52,4.27,123.52,5.34,124.57,Prayagraj,2013-07-04 15:00:00,0
2013,32.06,25.26,28.66,20.57,67.31,0,98.52,3.72,123.36,5.14,124.22,Prayagraj,2013-07-04 16:00:00,0
2013,30.79,25.71,28.25,21.12,74.31,0,98.57,3.17,125.88,5.1,126.22,Prayagraj,2013-07-04 17:00:00,0
2013,29.05,26.3,27.67,21.85,85.06,0,98.63,2.55,129.15,5.43,129.16,Prayagraj,2013-07-04 18:00:00,0
2013,28.37,25.8,27.09,21.18,85.88,0,98.7,2.89,133.24,6.29,133.34,Prayagraj,2013-07-04 19:00:00,0
2013,27.9,25.48,26.69,20.75,86.56,0,98.76,3.19,140.77,6.85,140.88,Prayagraj,2013-07-04 20:00:00,0
2013,27.49,25.37,26.43,20.63,88.06,0,98.79,3.27,149.08,6.88,149.21,Prayagraj,2013-07-04 21:00:00,0
2013,27.15,25.37,26.26,20.63,89.88,0,98.78,3.25,154.85,6.67,154.97,Prayagraj,2013-07-04 22:00:00,0
2013,26.81,25.4,26.11,20.69,91.81,0,98.75,3.28,159.97,6.42,160.09,Prayagraj,2013-07-04 23:00:00,0
2013,26.58,25.42,26,20.69,93.25,0,98.71,3.43,168.02,6.24,168.23,Prayagraj,2013-07-05 00:00:00,0
2013,26.44,25.48,25.96,20.81,94.38,0,98.68,3.45,177.27,5.99,177.53,Prayagraj,2013-07-05 01:00:00,0
2013,26.35,25.54,25.94,20.87,95.19,0,98.7,3.11,184.18,5.54,184.53,Prayagraj,2013-07-05 02:00:00,0
2013,26.25,25.52,25.89,20.87,95.69,0,98.72,2.71,190.47,5.21,190.72,Prayagraj,2013-07-05 03:00:00,0
2013,26.09,25.4,25.75,20.69,95.88,0,98.76,2.5,189.9,5.04,190.18,Prayagraj,2013-07-05 04:00:00,0
2013,26.69,25.37,26.03,20.63,92.38,0,98.82,3.56,182.14,4.96,182.71,Prayagraj,2013-07-05 05:00:00,0
2013,27.87,24.93,26.4,20.08,83.94,0,98.86,4.2,179.04,5.05,180.09,Prayagraj,2013-07-05 06:00:00,0
2013,28.91,23.66,26.29,18.62,73.25,0,98.88,4.88,180.28,5.78,180.7,Prayagraj,2013-07-05 07:00:00,0
2013,29.34,23.37,26.36,18.25,70.19,0.01,98.89,4.92,177,5.87,177.1,Prayagraj,2013-07-05 08:00:00,0
2013,29.91,23.52,26.72,18.43,68.56,0.02,98.89,4.79,171.65,5.62,171.77,Prayagraj,2013-07-05 09:00:00,0
2013,30.85,23.89,27.37,18.86,66.44,0.03,98.87,4.61,166.18,5.37,166.37,Prayagraj,2013-07-05 10:00:00,0
2013,31.32,24.13,27.73,19.17,65.62,0.02,98.8,4.23,160.83,4.97,161.59,Prayagraj,2013-07-05 11:00:00,0
2013,31.42,24.43,27.93,19.53,66.44,0.02,98.73,3.91,153.28,4.74,154.62,Prayagraj,2013-07-05 12:00:00,0
2013,31.49,24.73,28.11,19.9,67.38,0.04,98.66,3.73,147.84,4.68,149.41,Prayagraj,2013-07-05 13:00:00,0
2013,31.29,24.99,28.14,20.2,69.25,0.02,98.61,3.47,144.52,4.46,146.14,Prayagraj,2013-07-05 14:00:00,0
2013,31.15,25.34,28.25,20.63,71.19,0.02,98.59,3.09,143.42,4.07,144.69,Prayagraj,2013-07-05 15:00:00,0
2013,31.05,25.87,28.45,21.3,73.88,0.01,98.6,2.58,146.74,3.85,148.28,Prayagraj,2013-07-05 16:00:00,0
2013,30.36,25.88,28.12,21.3,77,0.01,98.67,2.35,150.54,3.54,150.95,Prayagraj,2013-07-05 17:00:00,0
2013,29.23,26.98,28.1,22.71,87.69,0.01,98.77,1.63,142.03,2.97,141.62,Prayagraj,2013-07-05 18:00:00,0
2013,28.79,26.84,27.81,22.52,89.12,0.01,98.88,1.73,131.7,3.27,131.61,Prayagraj,2013-07-05 19:00:00,0
2013,28.38,26.58,27.48,22.16,89.88,0.01,98.97,1.88,133.32,3.8,133.33,Prayagraj,2013-07-05 20:00:00,0
2013,28.01,26.34,27.18,21.79,90.5,0.02,99.01,2,138.01,4.17,138.27,Prayagraj,2013-07-05 21:00:00,0
2013,27.67,26.11,26.89,21.55,91.12,0.03,99.02,2.14,138.4,4.55,138.97,Prayagraj,2013-07-05 22:00:00,0
2013,27.33,25.93,26.63,21.3,91.94,0.04,99.01,2.23,141.68,4.75,142.49,Prayagraj,2013-07-05 23:00:00,0
2013,27.02,25.79,26.4,21.12,92.81,0.04,98.98,2.25,148.9,4.78,149.79,Prayagraj,2013-07-06 00:00:00,0
2013,26.74,25.69,26.21,21,93.81,0.04,98.95,2.15,158.2,4.55,159.2,Prayagraj,2013-07-06 01:00:00,0
2013,26.51,25.62,26.06,20.87,94.69,0.04,98.94,1.96,172,4.2,172.94,Prayagraj,2013-07-06 02:00:00,0
2013,26.29,25.51,25.9,20.75,95.31,0.04,98.94,1.89,186.16,4.07,186.95,Prayagraj,2013-07-06 03:00:00,0
2013,26.08,25.33,25.71,20.57,95.44,0.04,98.95,1.99,195.73,4.23,196.53,Prayagraj,2013-07-06 04:00:00,0
